algorithm,seed,episode,reward,episode_length,success,skill_gap_initial,skill_gap_final,skill_gap_reduction,skill_gap_reduction_pct,quiz_initial,quiz_final,quiz_improvement,avg_quiz_score,course_completion,video_completion,learning_progress_initial,learning_progress_final,learning_progress_improvement,target_skill_coverage,recommendation_success,steps_to_skill_goal,average_q_value,std_q_value
Double DQN,42,1,5.453192573949125,12,1,0.836741839603006,0.8418065676017275,-0.0050647279987214855,-0.6052915916245395,94.13268090399085,87.59878314599982,-6.533897757991028,80.96380398142094,0.0,100.0,0.16709114078853082,0.12415284044307377,-0.04293830034545705,0.0,91.66666666666666,12,2.5956756826507523,1.3525735597537438
Double DQN,42,2,5.435176750326605,12,1,0.882346933909034,0.7797633253573965,0.1025836085516375,11.62622145658336,94.32669333087262,92.2006893120995,-2.1260040187731164,84.68497049871367,0.0,100.0,0.13737049436549997,0.20716172652297093,0.06979123215747096,0.0,91.66666666666666,12,2.4615152117780212,1.2328421554051823
Double DQN,42,3,5.524995362599794,12,1,0.8156981525350622,0.8603398135516738,-0.0446416610166116,-5.47281624677858,91.62844359290894,97.91003159018,6.28158799727106,88.54865673218245,0.0,100.0,0.17760877139346917,0.14425678172305928,-0.03335198967040989,0.0,100.0,12,2.6236963134287485,1.23386247518297
Double DQN,42,4,5.4651783403707626,12,1,0.8653123989448804,0.9029648320907121,-0.037652433145831665,-4.351310947554109,76.79608012845827,61.7754711152766,-15.02060901318167,85.25028589453719,0.0,100.0,0.1645176842131023,0.10228534291991084,-0.06223234129319147,0.0,100.0,12,2.7158766982306646,1.2147278292003967
Double DQN,42,5,5.354349420624791,12,1,0.8047662172797866,0.8461938568835015,-0.04142763960371487,-5.147785619498993,67.93919306268612,90.84648880715471,22.9072957444686,83.4461937576258,0.0,100.0,0.1939299514855927,0.16451129312433477,-0.029418658361257927,0.0,91.66666666666666,12,2.6910952446366934,1.2967212446535574
Double DQN,42,6,5.48085418613114,12,1,0.8409198939609533,0.8450778361222367,-0.004157942161283401,-0.4944516345901156,93.50629642923776,74.57937406501019,-18.92692236422758,86.97453933875373,0.0,100.0,0.17922771643894786,0.16665735283591732,-0.012570363603030543,0.0,100.0,12,2.599902328867904,1.2406844142107472
Double DQN,42,7,5.353022464117443,12,1,0.8317208413428094,0.842064810801382,-0.010343969458572522,-1.2436828493887724,88.37263930012182,97.91116714982506,9.538527849703243,84.45854712225123,0.0,100.0,0.1794881863676029,0.15780330383111393,-0.021684882536488953,0.0,91.66666666666666,12,2.628189391161071,1.2615775183824445
Double DQN,42,8,5.465542527599421,12,1,0.9401517498552632,0.8358385533134893,0.10431319654177384,11.095357377979981,75.63741646022784,82.15736387449186,6.519947414264024,82.68659160782539,0.0,100.0,0.11019857041216338,0.17044978044833065,0.06025121003616726,0.0,100.0,12,2.4799668690177694,1.2212078049009853
Double DQN,42,9,5.459930377947997,12,1,0.8461571763480773,0.8879324173198958,-0.041775240971818506,-4.937054502346233,68.68089686567451,70.7843941554038,2.1034972897292903,85.25445322984935,0.0,100.0,0.13513155853697048,0.1112242230381285,-0.023907335498841983,0.0,100.0,12,2.4878637847282294,1.1784251064651803
Double DQN,42,10,5.416526514327995,12,1,0.8779162317143749,0.8938689183472501,-0.01595268663287519,-1.8171080630008565,84.77124094465213,81.62266971517037,-3.1485712294817603,84.52902589977181,0.0,100.0,0.1639521821281572,0.1263492780405253,-0.03760290408763192,0.0,100.0,12,2.572738738442616,1.2880575672721852
Double DQN,42,11,5.37486803849051,12,1,0.8762947839817304,0.8997489794537286,-0.02345419547199812,-2.6765188953226846,100.0,83.12966088061673,-16.870339119383274,82.81353575677484,0.0,100.0,0.12570532206455146,0.1480876930613906,0.02238237099683915,0.0,100.0,12,2.451869894121883,1.2348568835704887
Double DQN,42,12,5.430667617183387,12,1,0.9210636107448655,0.8876373539875029,0.03342625675736266,3.629093188290307,64.05666434102487,87.41191263693415,23.355248295909277,80.63478642090345,0.0,100.0,0.08863090215600233,0.13767635054932778,0.04904544839332545,0.0,100.0,12,2.289851016307414,1.0899246873849198
Double DQN,42,13,5.576813728749967,12,1,0.8363369854152507,0.9089097780218436,-0.07257279260659288,-8.677458234202051,90.65571700832858,81.1490527378982,-9.506664270430377,88.4790752472555,0.0,100.0,0.17365353928233296,0.09033951377724299,-0.08331402550508997,0.0,100.0,12,2.5820331137618147,1.242434389897246
Double DQN,42,14,5.669946222796642,12,1,0.8744996584293283,0.8164787958246148,0.05802086260471351,6.634749601723532,80.60706198190954,78.75095123492314,-1.8561107469864027,86.7339491387307,0.0,100.0,0.138576060894879,0.1686473766997012,0.030071315804822196,0.0,100.0,12,2.553823617171013,1.2537599194225226
Double DQN,42,15,5.663234232414808,12,1,0.8134461000514632,0.8413418212751662,-0.027895721223702985,-3.429326321920794,97.48828212189264,77.89322980908443,-19.595052312808207,91.0180449461951,0.0,100.0,0.17127119983970776,0.15677459928682133,-0.01449660055288643,0.0,100.0,12,2.6208298103587198,1.2780688321636016
Double DQN,42,16,4.9564193569390875,12,1,0.8819621007927732,0.904051204277663,-0.022089103484889794,-2.504541120875201,100.0,93.51189158314386,-6.488108416856136,79.99988715969954,0.0,100.0,0.15958280673170114,0.11386071743401745,-0.04572208929768369,0.0,83.33333333333334,12,2.667233112535971,1.315435982559867
